TAA066;ADALAT OROS 30 MG;TAB;30;BOX;1;10000;265500;Nifedipine
LLA022;ADEM SARI VIT C 5;KTK;12;PACK;1;14500;142800;Herbal
TAA093;ADROME TAB;TAB;100;BOX;1;600;46000;Carbazochrome
SYA088;AERIUS SYR 60 ML;BTL;1;BTL;1;110000;95500;Desloratadine
TAA146;AERIUS TAB 5 MG;TAB;30;BOX;1;11200;292050;Desloratadine
730001246;AFAMED 500 MG CAPS;TAB;30;BOX;1;15000;389550;Aphanizomenon flos-aquae (AFA)
TAA941;AFAMED CAPS;TAB;30;BOX;1;3300;86550;Aphanizomenon flos-aquae (AFA)
LLA023;AFRIN NASAL SPRAY 15 ML;BTL;1;BTL;1;66500;55700;Oxymetazoline
LLA101;AFUCID CRM 5 GR;TUBE;1;TUBE;1;42500;37000;Asam fusidat
TAA178;AGGRAVAN TAB;TAB;30;BOX;1;8100;213000;Cilostazol
TAA850;AHFC ISI 30 SACH;SACH;30;KTK;1;19500;507510;Herbal
TAA184;AKILEN 200 MG TAB;TAB;30;BOX;1;10000;262950;Ofloxacin
TAA070;AKILEN 400 MG TAB;TAB;30;BOX;1;19500;512550;Ofloxacin
LLA542;AKILEN EAR DROPS;BTL;1;BTL;1;75000;65000;Ofloxacin
LLA302;AKURAT;PCS;25;BOX;1;10000;197500;Alat Kesehatan
LLA842;AKURAT COMPACT;BOX;1;BOX;1;19000;15700;Alat Kesehatan
LLA479;ALAT NEBULIZER OMRON NE-C28;PCS;1;PCS;1;750000;652000;Alat Kesehatan
TAA085;ALBIOTIN TAB 150 MG;TAB;30;BOX;1;1600;39750;Clindamycin
TAA086;ALBIOTIN TAB 300 MG;TAB;30;BOX;1;2600;67500;Clindamycin
LLA018;ALBOTHYL CONSENTRAT 10 ML;BTL;1;BTL;1;41000;32750;Policresulen
LLA580;ALBOTHYL CONSENTRAT 5 ML;BTL;1;BTL;1;23000;18500;Policresulen
TAA039;ALBOTHYL SUPP;SUPP;6;BOX;1;24500;117900;Policresulen
013305;ALBUFORCE CAPS;TAB;100;BOX;1;7500;598000;Suplemen
00013596;ALBUFORCE PLUS SYR;BTL;1;BTL;1;110000;96500;Suplemen
00014444;ALBUSMIN CAPS;TAB;30;BOX;1;5200;135510;Suplemen
SYA081;ALCO ORAL DROPS 15 ML;BTL;1;BTL;1;93000;81000;Pseudoephedrine
SYA098;ALCO PLUS DMP SYR 100 ML;BTL;1;BTL;1;56000;46500;Pseudoephedrine
SYA079;ALCO PLUS SYR 100 ML;BTL;1;BTL;1;69000;57500;Pseudoephedrine
TAA7;ALEGI TAB;TAB;100;BOX;1;1700;145000;Dexamethasone
TAA1003;ALEGYSAL 5 ML;BTL;1;BTL;1;92500;80500;Pemirolast potassium
TAA016;ALINAMIN - F TAB;TAB;100;BOX;1;1500;133000;Fursultiamine
LLA004;ALKOHOL 100 ML (K) PIM;BTL;1;BTL;1;4500;3400;Alat Kesehatan
LLA003;ALKOHOL 300 ML PIM;BTL;1;BTL;1;11000;8750;Alat Kesehatan
LLA052;ALKOHOL L PIM;BTL;1;BTL;1;37000;29500;Alat Kesehatan
010931;ALKOHOL ONE SWAB;KTK;1;KTK;1;15000;13000;Alat Kesehatan
SYA020;ALLERIN SYP (B);BTL;1;BTL;1;25000;20150;Pseudoephedrine
SYA019;ALLERIN SYP (K);BTL;1;BTL;1;14000;11050;Pseudoephedrine
TAA005;ALLERON MEF TAB;TAB;200;BOX;1;150;18800;Chlorpheniramine maleate
LLA109;ALLETROL SALEP MATA;TUBE;1;TUBE;1;12500;9750;Dexamethasone
LLA001;ALLETROL TETES MATA;BTL;1;BTL;1;15500;11900;Dexamethasone
TA990;ALLOPURINOL 100 MG HEXPHARM;TAB;100;BOX;1;250;16000;Allopurinol
TAA015;ALLOPURINOL 100 MG KF;TAB;100;BOX;1;350;25000;Allopurinol
TAA801;ALLOPURINOL 300MG TAB HEXPHARM;TAB;100;BOX;1;550;38000;Allopurinol
;ALLOPURINOL 100 MG TRIMAN;TAB;100;BOX;1;250;16000;Allopurinol
SYA183;ALLORIS SYR;BTL;1;BTL;1;72000;57750;Loratadine
TAA084;ALLORIS TAB;TAB;100;BOX;1;6150;492000;Loratadine
011026;ALLURIC 100 MG TAB;TAB;50;BOX;1;2200;91250;Allopurinol
010399;ALLURIC 300 MG TAB;TAB;50;BOX;1;3750;150000;Allopurinol
TAA002;ALMACON TAB;TAB;100;BOX;1;300;18500;Aluminium hyroxide
SYA115;ALOCLAIR ORAL RINSE 60 ML;BTL;1;BTL;1;97000;84500;Polyvinylpyrrolidone
LLA205;ALOCLAIR PLUS GEL 8 ML;BTL;1;BTL;1;90500;78500;Polyvinylpyrrolidone
1100002114;ALOCLAIR PLUS MOUTHWASH 60 ML;BTL;1;BTL;1;107500;93500;Maltodextrin
00015202;ALOCLAIR PLUS SPRAY 15 ML;BTL;1;BTL;1;100500;87500;Polyvinylpyrrolidone
TAA092;ALOFAR 100 TAB;TAB;100;BOX;1;350;22700;Allopurinol
TAA301;ALOFAR 300 TAB;TAB;100;BOX;1;700;50500;Allopurinol
TAA105;ALOVELL;TAB;30;BOX;1;11500;294000;Alendronate
TAA587;ALOVELL 70 MG TAB;TAB;4;BOX;1;112500;392000;Alendronate
SYA005;ALPARA SYP;BTL;1;BTL;1;11500;8850;Phenylpropanolamine
TAA007;ALPARA TAB;TAB;150;BOX;1;850;90600;Phenylpropanolamine
TAA38;ALPENTIN 100 MG CAPS;TAB;50;BOX;1;2700;107500;Gabapentin
TAA52;ALPENTIN 300 MG CAPS;TAB;50;BOX;1;4900;212500;Gabapentin
SYA073;ALPHAMOL SYR;BTL;1;BTL;1;7000;5000;Paracetamol
00015583;ALTAMED MASKER;KTK;1;KTK;1;30000;20500;Masker
TAA166;AMADIAB TAB 1 MG;TAB;50;BOX;1;3100;128750;Glimepiride
TAA167;AMADIAB TAB 2 MG;TAB;50;BOX;1;6000;241250;Glimepiride
TAA960;AMADIAB TAB 3 MG;TAB;50;BOX;1;7000;305500;Glimepiride
TAA188;AMADIAB TAB 4 MG;TAB;50;BOX;1;8400;364200;Glimepiride
TAA75;AMARYL M 1MG / 250 MG 30S;TAB;30;BOX;1;4750;114000;Glimepiride
TAA84;AMARYL M 2MG / 500 MG 30S;TAB;30;BOX;1;8000;202050;Glimepiride
TAA038;AMARYL TAB 1 MG;TAB;50;BOX;1;4500;185750;Glimepiride
TAA036;AMARYL TAB 2 MG;TAB;50;BOX;1;7600;330000;Glimepiride
TAA037;AMARYL TAB 3 MG;TAB;50;BOX;1;11000;480250;Glimepiride
TAA111;AMARYL TAB 4 MG;TAB;30;BOX;1;12500;325650;Glimepiride
TAA047;AMBEVEN TAB;TAB;10;BOX;1;17000;136500;Herbal
012473;AMBROXOL 15MG/5ML SYR PROMED;BTL;1;BTL;1;6000;4000;Ambroxol
SYA185;AMBROXOL SYR ERELA;BTL;1;BTL;1;6000;4300;Ambroxol
TAM019;AMBROXOL TAB INF;TAB;100;BOX;1;300;21200;Ambroxol
TAA83;AMBROXOL TAB KF;TAB;100;BOX;1;350;23500;Ambroxol
015313;AMBROXOL 30 MG FM;TAB;100;BOX;1;200;13000;Ambroxol
TAA542;AMCOR 10 MG TAB;TAB;50;BOX;1;3100;123600;Amlodipine
TAA77;AMCOR 5 MG TAB;TAB;30;PCS;1;2200;52050;Amlodipine
TAA994;AMINEFRON TAB;TAB;100;BOX;1;8500;697500;Asam amino
TAA51;AMINORAL CAPLET;TAB;100;BOX;1;4700;406000;Asam amino
1100001508;AMLODIPINE 10 MG DEXA ISI 100 TAB;TAB;100;BOX;1;550;36500;Amlodipine
00015150;AMLODIPINE 10 MG HEXPHARM ISI 100 TAB;TAB;100;BOX;1;550;39000;Amlodipine
1100001259;AMLODIPINE 5 MG DEXA ISI 100 TAB;TAB;100;BOX;1;250;18000;Amlodipine
00015149;AMLODIPINE 5 MG HEXPHARM ISI 100 TAB;TAB;100;BOX;1;300;20000;Amlodipine
TAA358;AMOXCILLIN 500 MG TAB HEXPHARM 100;TAB;100;BOX;1;400;28000;Amoxicillin
TAA020;AMOXCILLIN 500 MG TAB KF;TAB;100;BOX;1;450;32500;Amoxicillin
SYA093;AMOXCILLIN SYR HEXPHARM;BTL;1;BTL;1;7500;5250;Amoxicillin
TAA055;AMOXSAN 250 MG CAPSULE;TAB;100;BOX;1;2100;172000;Amoxicillin
TAA013;AMOXSAN 500 MG CAPSULE;TAB;100;BOX;1;4200;343000;Amoxicillin
SYA035;AMOXSAN DROPS;BTL;1;BTL;1;29000;24000;Amoxicillin
SYA038;AMOXSAN SYR;BTL;1;BTL;1;29000;24200;Amoxicillin
SYA037;AMOXSAN SYR FORTE;BTL;1;BTL;1;41000;34300;Amoxicillin
00013484;AMPICILIN 500 NOVA;TAB;100;BOX;1;500;35000;Ampicillin
LF02A014;AMPICILIN 500 PHARMA;TAB;100;BOX;1;500;37000;Ampicillin
TAA641;AMTOCORT TAB;TAB;100;BOX;1;3850;306500;Triamcinolone
SYA110;ANABION PLUS DHA SIRUP;BTL;1;BTL;1;8500;6350;Suplemen
SYA112;ANABION SIRUP BIASA 60 ML;BTL;1;BTL;1;7000;5150;Suplemen
5950SYA001;ANACETIN SYP;BTL;1;BTL;1;10000;7100;Paracetamol
SYA018;ANADEX SYP;BTL;1;BTL;1;37500;30000;Paracetamol
1100001954;ANADEX TAB 10X10;TAB;100;BOX;1;3150;249000;Paracetamol
TAA5;ANADIUM TAB;TAB;30;BOX;1;10000;259050;Herbal
00015382;ANAKONIDIN (ME) SYR BLUBERRY 60 ML;BTL;1;BTL;1;13000;9380;Dextrometorphan
;ANAKONIDIN (ME) SYR BLUBERRY 30 ML;BTL;1;BTL;1;8000;5670;Pseudoephedrine
00015234;ANAKONIDIN 30 ML SYR;BTL;1;BTL;1;8000;5670;Pseudoephedrine
SYA021;ANAKONIDIN 60 ML SYR;BTL;1;BTL;1;13000;9380;Pseudoephedrine
00014069;ANAKONIDIN HERBAL 60 ML SYR;BTL;1;BTL;1;14500;10250;Zingiber officinale
SYA109;ANAKONIDIN OBH 30 ML SYR;BTL;1;BTL;1;9000;6240;Pseudoephedrine
012470;ANAKONIDIN OBH 60 ML SYR;BTL;1;BTL;1;15000;10750;Pseudoephedrine
TAA011;ANASTAN FORTE 500 MG TAB;TAB;100;BOX;1;450;31000;Asam mefenamat
SYA004;ANATON SYR;BTL;1;BTL;1;7500;5200;Phenylpropanolamine
TAA161;ANATON TAB;TAB;100;BOX;1;450;30000;Phenylpropanolamine
TAA802;ANDALAN LAKTASI PIL KB;STRIP;30;BOX;1;15000;355500;Linestrenol
TAA069;ANDALAN PIL KB;STRIP;2;BOX;1;8000;12386;Ethinylestradiol
TAA555;ANELAT TAB;TAB;100;BOX;1;200;13000;Suplemen
1100001858;ANFLAT FORTE TAB;TAB;100;BOX;1;800;63500;Aluminium hyroxide
TAA349;ANGINTRIZ MR TAB;TAB;30;BOX;1;3700;97170;Trimetazidine
TAA106;ANGIOTEN 50 MG TAB;TAB;30;BOX;1;13850;361500;Losartan
010933;ANTANGIN CAIR JRG 12 ;PCS;2;KTK;1;18500;29556;Herbal
00014057;ANTANGIN CAIR JRG 12 MINT ;PCS;2;KTK;1;18500;29160;Herbal
LLA487;ANTANGIN CAIR JUNIOR;KTK;1;KTK;1;10500;8550;Herbal
LLJ052;ANTANGIN JRG TAB;PCS;20;BOX;1;3000;48500;Herbal
LLA212;ANTANGIN PERMEN;PCS;15;BOX;1;1500;16350;Herbal
012427;ANTASIDA DOEN NOVA TAB;TAB;100;BOX;1;150;11000;Aluminium hyroxide
011261;ANTASIDA DOEN SYR ERELA;BTL;1;BTL;1;6000;4250;Aluminium hyroxide
SYA130;ANTASIDA DOEN SYR NOVA;BTL;1;BTL;1;4000;2800;Aluminium hyroxide
TAA379;ANTASIDA DOEN TAB ERRITA;TAB;100;BOX;1;150;10400;Aluminium hyroxide
SYA084;ANTIMO ANAK JERUK SAHCET ISI 10;SACH;10;KTK;1;1500;11300;Dimenhydrinate
1100001681;ANTIMO ANAK STRAWBERRY SAHCET ISI 10;SACH;10;KTK;1;1500;11300;Dimenhydrinate
TAA054;ANTIMO TAB;STRIP;72;BOX;1;5000;273600;Dimenhydrinate
TAA990;ANTIPLAT 50 MG;TAB;30;BOX;1;8650;225000;Cilostazol
TAA1010;ANVOMER B6 TAB;TAB;60;BOX;1;3250;155100;Pyrathiazine
SYA138;APECUR SYR 100 ML;BTL;1;BTL;1;4500;37500;Suplemen
LLA18;APIDRA SOLOSTAR 100 IU/ML;PCS;5;BOX;1;210000;923950;Insulin glulisine
LLA017;APOLAR CRM;TUBE;1;TUBE;1;41000;35800;Desonide
LLA028;APOLAR N CRM;TUBE;1;TUBE;1;48500;40550;Desonide
TAA077;APROVEL 150 MG TAB;TAB;28;BOX;1;16150;393008;Irbesartan
TAA127;APROVEL 300 MG TAB;TAB;28;BOX;1;21800;530012;Irbesartan
TAA563;APTOR TAB;TAB;100;BOX;1;250;16500;Asetosal / Asam asetilsalisilat
1100001877;AQUA MARIS BABY DROPS 15 ML;BTL;1;BTL;1;113500;98500;Purified sea water
1100002090;AQUA MARIS DAILY NASAL SPRAY 30 ML;BTL;1;BTL;1;176500;153500;Purified sea water
TAA087;ARCALION TAB;TAB;60;BOX;1;8000;415020;Salbutiamine
TAA521;ARCOXIA 120 MG TAB;TAB;30;BOX;1;20600;537000;Etoricoxib
TAA520;ARCOXIA 60 MG TAB;TAB;30;BOX;1;16950;442050;Etoricoxib
TAA231;ARCOXIA 90 MG TAB;TAB;30;BOX;1;18750;489000;Etoricoxib
00014198;ARDIUM 1000 MG TAB;TAB;30;BOX;1;20000;521010;Herbal
012120;ARDIUM 500 MG TAB;TAB;60;BOX;1;10000;521100;Herbal
TAA162;ARICEPT 5 MG TAB;TAB;28;BOX;1;28000;630000;Donepezil
TAA497;ARICEPT EVESS 10 MG TAB;TAB;28;BOX;1;22500;504000;Donepezil
LLA116;ARMACORT CRM 5 GR;TUBE;1;TUBE;1;8000;5450;Chloramphenicol
011631;AROMA TERAPI FRESH CARE CITRUS;PCS;12;BOX;1;13500;126600;Minyak Angin
011757;AROMA TERAPI FRESH CARE GREEN TEA;PCS;12;BOX;1;13500;126600;Minyak Angin
011630;AROMA TERAPI FRESH CARE LAVENDER;PCS;12;BOX;1;13500;126600;Minyak Angin
00015311;AROMA TERAPI FRESH CARE MINYAK ANGIN KAYU PUTIH;PCS;12;BOX;1;13500;126600;Minyak Angin
730001306;AROMA TERAPI FRESH CARE PRESS&RELAX KAYU PUTIH;PCS;12;BOX;1;13500;126600;Minyak Angin
1100001271;AROMA TERAPI FRESH CARE PRESS&RELAX STRONG;PCS;12;BOX;1;12000;114000;Minyak Angin
012262;AROMA TERAPI FRESH CARE SANDAL WOOD;PCS;12;BOX;1;13500;126600;Minyak Angin
011629;AROMA TERAPI FRESH CARE SPLASH FRUITY;PCS;12;BOX;1;13500;126600;Minyak Angin
LLF380;AROMA TERAPI FRESH CARE SPORTS;PCS;12;BOX;1;13500;126600;Minyak Angin
011756;AROMA TERAPI FRESH CARE STRONG HOT;PCS;12;BOX;1;12000;115200;Minyak Angin
012576;AROMA TERAPI LANG V FRESH HOT;PCS;12;BOX;1;11500;111600;Minyak Angin
011634;AROMA TERAPI LANG V FRESH ORIGINAL;PCS;12;BOX;1;11500;111600;Minyak Angin
LLS284;AROMA TERAPI SAFE CARE 10 ML;PCS;24;BOX;1;17000;339600;Minyak Angin
730001278;AROMA TERAPI SAFE CARE MKP 10 ML;PCS;12;BTL;1;16500;156000;Minyak Angin
1100001826;AROMA TERAPI SAFE CARE STRONG 10 ML;PCS;12;BTL;1;17000;162000;Minyak Angin
012141;AROMA TERAPI TOLAK ANGIN CARE;PCS;6;BTL;1;9000;47400;Minyak Angin
010861;ARTEOPTIC OPH SOL;BTL;1;BTL;1;172500;150000;Carteolol
TAA10;ARTEPID TAB;TAB;30;BOX;1;16500;424200;Clopidogrel
TAA061;ARTOFLAM TAB;TAB;30;BOX;1;8500;225600;Diacerein
TAA502;ARTRODAR TAB;TAB;30;BOX;1;11500;300300;Diacerein
010895;ASAM MEFENAMAT 500 MG HEXPHARM;TAB;100;BOX;1;350;24800;Asam mefenamat
00014764;ASAM MEFENAMAT 500 MG MERSI;TAB;100;BOX;1;250;17000;Asam mefenamat
AAA37;ASAM TRANEKSAMAT 500 MG TAB;TAB;100;BOX;1;2150;163000;Asam traneksamat
TAA042;ASCARDIA 80 MG TAB;TAB;100;BOX;1;1000;78000;Asetosal / Asam asetilsalisilat
TAA028;ASPAR-K TAB;TAB;50;BOX;1;3500;139500;Aspartat
TAA058;ASPILETS CHEWBLE TAB;TAB;100;BOX;1;750;59500;Asetosal / Asam asetilsalisilat
010346;ASTA PLUS KAPLET;TAB;30;BOX;1;10500;274710;Suplemen
00014831;ASTHIN B-OND 6 MG;TAB;20;BOX;1;12700;221000;Suplemen
011072;ASTHIN B-OND TAB;TAB;30;BOX;1;11700;305160;Suplemen
00015341;ASTHIN FORCE 12 MG CAPS;TAB;20;BOX;1;15150;263000;Suplemen
TAA1006;ASTHIN FORCE 4 MG CAPS;TAB;18;BOX;1;10250;160110;Suplemen
TAA576;ASTHIN FORCE 6 MG CAPS;TAB;20;BOX;1;11000;192000;Suplemen
LLA145;ASTHIN FORCE GEL;TUBE;1;TUBE;1;90000;78500;Suplemen
TAA089;ASTIKA TAB;TAB;100;BOX;1;600;40000;Asetosal / Asam asetilsalisilat
00015299;ASTRIA 4 MG CAPS NEW 2X6;TAB;12;BOX;1;6500;65508;Suplemen
9700TAA121;ASVEX TAB;TAB;100;BOX;1;1250;97000;Tipepidine
TAA452;ATAROC 25 MG TAB;TAB;100;BOX;1;2650;231000;Procaterol HCl
SYA121;ATAROC SYR 60 ML;BTL;1;BTL;1;57500;49850;Procaterol HCl
00014323;ATEVIR 0.5MG BLISTER;TAB;30;BOX;1;45500;1189050;Entecavir
SYA119;ATMACID SYR;BTL;1;BTL;1;8000;5650;Aluminium hyroxide
TAA92;ATMACID TAB;TAB;100;BOX;1;400;26500;Aluminium hyroxide
TAA538;ATOFAR 10 MG TAB;TAB;30;BOX;1;14700;382650;Atorvastatin
TAA539;ATOFAR 20 MG TAB;TAB;30;BOX;1;14700;382500;Atorvastatin
TAA795;ATOFAR 40 MG TAB;TAB;30;BOX;1;14700;382650;Atorvastatin
011105;ATOPICLAIR CRM 40 ML;TUBE;1;TUBE;1;184000;160000;Ethylhexyl palmitate
1100001389;ATORVASTATIN 10 MG TAB DEXA;TAB;30;BOX;1;1250;26010;Atorvastatin
00013907;ATORVASTATIN 10 MG TAB FAHRENHEIT;TAB;30;BOX;1;2100;44010;Atorvastatin
00014645;ATORVASTATIN 20 MG TAB DEXA;TAB;30;BOX;1;1300;27510;Atorvastatin
011833;ATORVASTATIN 20 MG TAB FAHRENHEIT;TAB;30;BOX;1;2400;51000;Atorvastatin
TAA97;ATORVASTATIN 20 MG TAB NOVELL;TAB;30;BOX;1;3600;76950;Atorvastatin
011691;ATORVASTATIN 40 MG TAB FAHRENHEIT;TAB;30;BOX;1;3800;81150;Atorvastatin
011907;ATORVASTATIN 40 MG TAB NOVELL;TAB;30;BOX;1;4700;100500;Atorvastatin
1100001355;ATOZET 10/10 TAB;TAB;30;BOX;1;27800;724500;Atorvastatin
00015533;ATOZET 10/20 TAB;TAB;30;BOX;1;27800;724500;Atorvastatin
1100001563;ATOZET 10/40 TAB;TAB;30;BOX;1;27800;724500;Atorvastatin
LLA100;AVAIL DAY PAD;PCS;1;PCS;1;32000;27500;Pembalut / Diaper
LLA99;AVAIL NIGHT PAD;PCS;1;PCS;1;39000;34000;Pembalut / Diaper
LLA7;AVAIL PANTYLINER;PCS;1;PCS;1;32000;27500;Pembalut / Diaper
LLA44;AVAMYS NASAL SPRAY;BTL;1;BTL;1;221500;192500;Fluticasone furoate
TAA126;AVELOX 400 MG TAB;TAB;5;BOX;1;76500;333500;Moxifloxacin
00014580;AVESCO 10 MG KAPLET;TAB;30;BOX;1;1200;28500;Atorvastatin
012208;AVESCO 20 MG KAPLET;TAB;30;BOX;1;1800;43500;Atorvastatin
1100001990;AVIGAN 200 MG TAB;TAB;100;BOX;1;62500;5428000;Favipiravir
TAA094;AVIL TAB;TAB;100;BOX;1;3000;237000;Pheniramine maleate
TAA87;AVITER TAB;PCS;21;BOX;1;38500;644070;Multivitamin
012943;AVOCEL 5MG TAB;TAB;30;BOX;1;6200;161010;Levocetirizine
TAA215;AVODART CAP;TAB;30;BOX;1;10750;281520;Dutasteride
010993;AZITHROMYCIN 500 MG TAB GUARDIAN;TAB;20;BOX;1;4850;81000;Azithromycin
TAA478;AZITHROMYCIN 500 MG TAB KF;TAB;20;BOX;1;4650;77500;Azithromycin
011690;AZITHROMYCIN 500 MG TAB NOVELL;TAB;30;BOX;1;7500;187050;Azithromycin
010007;AZOMAX DRY SYR;BTL;1;BTL;1;114000;99000;Azithromycin
TAA219;AZOMAX KAPLET;TAB;10;KTK;1;40700;354000;Azithromycin
010347;AZTRIN 500 MG TAB;TAB;30;BOX;1;7700;192870;Azithromycin
SYB054;BABY COUGH PASABA;BTL;1;BTL;1;6000;4000;Guaiphenesin
SYB125;BABY COUGH PASABA COUGH&FLU;BTL;1;BTL;1;9000;6150;Pseudoephedrine
SYB029;BABY COUGH UNI SYP;BTL;1;BTL;1;6500;4400;Paracetamol
730001420;BABY UNI DROPS;BTL;1;BTL;1;10000;6950;Paracetamol
013102;BABYDEX A CREAM 20 GR;TUBE;1;TUBE;1;53000;45850;Dexpanthenol
LLB341;BACITRACIN - POLYMYXIN B CRM;TUBE;1;TUBE;1;7000;4800;Bacitracin
TAB059;BACTESYN 375 MG TAB;TAB;30;BOX;1;26800;699000;Sultamicillin tosylate
LLB200;BACTODERM CRM 10 GR;TUBE;1;TUBE;1;67500;58550;Mupirocin
LLB72;BACTODERM CRM 5 GR;TUBE;1;TUBE;1;42500;37000;Mupirocin
LLB117;BACTODERM OINT 10 GR;TUBE;1;TUBE;1;56000;48750;Mupirocin
TAB007;BACTOPRIM COMBI FORTE TAB;TAB;100;BOX;1;800;64500;Sulfamethoxazole
00015394;BALSEM BALPIRIK HIJAU;POT;1;POT;1;10000;8600;Balsem
LLB016;BALSEM BALPIRIK KUNING;POT;1;POT;1;10000;8600;Balsem
LLB014;BALSEM BALPIRIK MERAH;POT;1;POT;1;10000;8600;Balsem
LLB015;BALSEM BALPIRIK MKP;POT;1;POT;1;10000;8600;Balsem
LLB110;BALSEM BALPIRIK X.WANGI LAVEND;POT;1;POT;1;10000;8400;Balsem
LLB108;BALSEM BALPIRIK X.WANGI ROSE;POT;1;POT;1;10000;8400;Balsem
LLB043;BALSEM CAP BADAK/KAKI TIGA (B) 36 GR;POT;1;POT;1;17000;13000;Balsem
LLB017;BALSEM CAP BADAK/KAKI TIGA (K) 20 GR;POT;1;POT;1;10000;7750;Balsem
LLG502;BALSEM GELIGA 10 GR/PCS;POT;1;POT;1;5000;4335;Balsem
1.5LLG504;BALSEM GELIGA 20 GR/PCS;POT;1;POT;1;9500;7850;Balsem
LLG503;BALSEM GELIGA 40 GR /PCS;POT;1;POT;1;18500;15250;Balsem
LLB064;BALSEM LANG 10 GR (K);POT;1;POT;1;5500;4342;Balsem
LLB111;BALSEM LANG 20 GR (S);POT;1;POT;1;9500;7800;Balsem
LLB063;BALSEM LANG 40 GR (B);POT;1;POT;1;20000;15200;Balsem
LLB081;BALSEM LANG AKTIF (B);POT;1;POT;1;16500;13000;Balsem
LLB54;BALSEM LANG AKTIF (K);POT;1;POT;1;9000;7300;Balsem
